GPS,Latitude,Longitude,Speed,RPM,Date,Time
GPS2,48.783424,11.475686,1.615355,3285,14-4-2023,11:45:26
GPS3,48.783458,11.475717,1.671944,3285,14-4-2023,11:45:22
GPS1,48.783443,11.475838,1.044322,3285,14-4-2023,11:45:22
GPS2,48.783424,11.475686,1.615355,3285,14-4-2023,11:45:26
GPS3,48.783458,11.475717,1.671944,3285,14-4-2023,11:45:22
GPS1,48.783443,11.475838,1.044322,3285,14-4-2023,11:45:22
GPS3,48.783451,11.475739,1.692522,2850,14-4-2023,11:45:23
GPS2,48.783420,11.475703,1.553622,2850,14-4-2023,11:45:27
GPS1,48.783435,11.475858,1.430155,2850,14-4-2023,11:45:23
GPS3,48.783451,11.475739,1.692522,2850,14-4-2023,11:45:23
GPS2,48.783420,11.475703,1.553622,2850,14-4-2023,11:45:27
GPS1,48.783435,11.475858,1.430155,2850,14-4-2023,11:45:23
GPS3,48.783443,11.475758,1.533044,3060,14-4-2023,11:45:24
GPS2,48.783416,11.475722,1.533044,3060,14-4-2023,11:45:28
GPS1,48.783428,11.475872,1.239811,3060,14-4-2023,11:45:24
GPS3,48.783443,11.475758,1.533044,3060,14-4-2023,11:45:24
GPS2,48.783416,11.475722,1.533044,3060,14-4-2023,11:45:28
GPS1,48.783428,11.475872,1.239811,3060,14-4-2023,11:45:24
GPS3,48.783439,11.475778,1.656511,3015,14-4-2023,11:45:25
GPS2,48.783412,11.475742,1.548478,3015,14-4-2023,11:45:29
GPS1,48.783424,11.475885,1.039178,3015,14-4-2023,11:45:25
GPS3,48.783439,11.475778,1.656511,3015,14-4-2023,11:45:25
GPS2,48.783412,11.475742,1.548478,3015,14-4-2023,11:45:29
GPS1,48.783424,11.475885,1.039178,3015,14-4-2023,11:45:25
GPS3,48.783432,11.475799,1.656511,3750,14-4-2023,11:45:26
GPS2,48.783401,11.475769,1.615355,3750,14-4-2023,11:45:30
GPS1,48.783412,11.475904,1.244955,3750,14-4-2023,11:45:26
GPS3,48.783432,11.475799,1.656511,3750,14-4-2023,11:45:26
GPS2,48.783401,11.475769,1.615355,3750,14-4-2023,11:45:30
GPS1,48.783412,11.475904,1.244955,3750,14-4-2023,11:45:26
GPS3,48.783428,11.475820,1.620500,3870,14-4-2023,11:45:27
GPS2,48.783393,11.475790,1.553622,3870,14-4-2023,11:45:31
GPS1,48.783412,11.475920,1.265533,3870,14-4-2023,11:45:27
GPS3,48.783428,11.475820,1.620500,3870,14-4-2023,11:45:27
GPS2,48.783393,11.475790,1.553622,3870,14-4-2023,11:45:31
GPS1,48.783412,11.475920,1.265533,3870,14-4-2023,11:45:27
GPS3,48.783420,11.475839,1.589633,3900,14-4-2023,11:45:28
GPS2,48.783382,11.475814,1.533044,3900,14-4-2023,11:45:32
GPS1,48.783401,11.475937,1.461022,3900,14-4-2023,11:45:28
GPS3,48.783420,11.475839,1.589633,3900,14-4-2023,11:45:28
GPS2,48.783382,11.475814,1.533044,3900,14-4-2023,11:45:32
GPS1,48.783401,11.475937,1.461022,3900,14-4-2023,11:45:28
GPS3,48.783412,11.475859,1.563911,3225,14-4-2023,11:45:29
GPS2,48.783374,11.475833,1.620500,3225,14-4-2023,11:45:33
GPS1,48.783397,11.475954,0.926000,3225,14-4-2023,11:45:29
GPS3,48.783412,11.475859,1.563911,3225,14-4-2023,11:45:29
GPS2,48.783374,11.475833,1.620500,3225,14-4-2023,11:45:33
GPS3,48.783409,11.475879,1.558767,2955,14-4-2023,11:45:30
GPS2,48.783370,11.475853,1.548478,2955,14-4-2023,11:45:34
GPS1,48.783393,11.475972,1.327267,2955,14-4-2023,11:45:30
GPS3,48.783409,11.475879,1.558767,2955,14-4-2023,11:45:30
GPS2,48.783370,11.475853,1.548478,2955,14-4-2023,11:45:34
GPS1,48.783393,11.475972,1.327267,2955,14-4-2023,11:45:30
GPS3,48.783405,11.475899,1.517611,3045,14-4-2023,11:45:31
GPS2,48.783367,11.475876,1.522755,3045,14-4-2023,11:45:35
GPS1,48.783386,11.475989,1.337556,3045,14-4-2023,11:45:31
GPS3,48.783405,11.475899,1.517611,3045,14-4-2023,11:45:31
GPS2,48.783367,11.475876,1.522755,3045,14-4-2023,11:45:35
GPS1,48.783386,11.475989,1.337556,3045,14-4-2023,11:45:31
GPS3,48.783397,11.475918,1.450733,3960,14-4-2023,11:45:32
GPS2,48.783363,11.475896,1.450733,3960,14-4-2023,11:45:36
GPS1,48.783382,11.476004,1.172933,3960,14-4-2023,11:45:32
GPS3,48.783397,11.475918,1.450733,3960,14-4-2023,11:45:32
GPS2,48.783363,11.475896,1.450733,3960,14-4-2023,11:45:36
GPS1,48.783382,11.476004,1.172933,3960,14-4-2023,11:45:32
GPS3,48.783393,11.475936,1.311833,3765,14-4-2023,11:45:33
GPS2,48.783359,11.475914,1.394144,3765,14-4-2023,11:45:37
GPS1,48.783378,11.476019,1.291255,3765,14-4-2023,11:45:33
GPS3,48.783393,11.475936,1.311833,3765,14-4-2023,11:45:33
GPS2,48.783359,11.475914,1.394144,3765,14-4-2023,11:45:37
GPS1,48.783378,11.476019,1.291255,3765,14-4-2023,11:45:33
GPS3,48.783390,11.475953,1.270678,3495,14-4-2023,11:45:34
GPS2,48.783355,11.475929,1.275822,3495,14-4-2023,11:45:38
GPS1,48.783374,11.476036,1.306689,3495,14-4-2023,11:45:34
GPS3,48.783390,11.475953,1.270678,3495,14-4-2023,11:45:34
